model.id,biobase.id,mDataType
f33.PHLC200.TPX.BGJ398+crizotinib.P708,PHLC200,RNASeq
f33.PHLC200.TPX.BGJ398+crizotinib.P708,PHLC200,CNV
f33.PHLC200.TPX.BGJ398+crizotinib.P708,PHLC200,mutation
f33.PHLC200.TPX.BGJ398.P709,PHLC200,RNASeq
f33.PHLC200.TPX.BGJ398.P709,PHLC200,CNV
f33.PHLC200.TPX.BGJ398.P709,PHLC200,mutation
f33.PHLC200.TPX.crizotinib.P713,PHLC200,RNASeq
f33.PHLC200.TPX.crizotinib.P713,PHLC200,CNV
f33.PHLC200.TPX.crizotinib.P713,PHLC200,mutation
f33.PHLC200.TPX.crizotinib.P714,PHLC200,RNASeq
f33.PHLC200.TPX.crizotinib.P714,PHLC200,CNV
f33.PHLC200.TPX.crizotinib.P714,PHLC200,mutation
f33.PHLC200.TPX.crizotinib.P715,PHLC200,RNASeq
f33.PHLC200.TPX.crizotinib.P715,PHLC200,CNV
f33.PHLC200.TPX.crizotinib.P715,PHLC200,mutation
f33.PHLC200.TPX.control.P710,PHLC200,RNASeq
f33.PHLC200.TPX.control.P710,PHLC200,CNV
f33.PHLC200.TPX.control.P710,PHLC200,mutation
f33.PHLC200.TPX.BGJ398.P711,PHLC200,RNASeq
f33.PHLC200.TPX.BGJ398.P711,PHLC200,CNV
f33.PHLC200.TPX.BGJ398.P711,PHLC200,mutation
f33.PHLC200.TPX.BGJ398+crizotinib.P719,PHLC200,RNASeq
f33.PHLC200.TPX.BGJ398+crizotinib.P719,PHLC200,CNV
f33.PHLC200.TPX.BGJ398+crizotinib.P719,PHLC200,mutation
f33.PHLC200.TPX.BGJ398+crizotinib.P716,PHLC200,RNASeq
f33.PHLC200.TPX.BGJ398+crizotinib.P716,PHLC200,CNV
f33.PHLC200.TPX.BGJ398+crizotinib.P716,PHLC200,mutation
f33.PHLC200.TPX.control.P717,PHLC200,RNASeq
f33.PHLC200.TPX.control.P717,PHLC200,CNV
f33.PHLC200.TPX.control.P717,PHLC200,mutation
f32.PHLC200.TPX.BGJ398.P614,PHLC200,RNASeq
f32.PHLC200.TPX.BGJ398.P614,PHLC200,CNV
f32.PHLC200.TPX.BGJ398.P614,PHLC200,mutation
f32.PHLC200.TPX.control.P611,PHLC200,RNASeq
f32.PHLC200.TPX.control.P611,PHLC200,CNV
f32.PHLC200.TPX.control.P611,PHLC200,mutation
f32.PHLC200.TPX.control.P615,PHLC200,RNASeq
f32.PHLC200.TPX.control.P615,PHLC200,CNV
f32.PHLC200.TPX.control.P615,PHLC200,mutation
f32.PHLC200.TPX.BGJ398.P616,PHLC200,RNASeq
f32.PHLC200.TPX.BGJ398.P616,PHLC200,CNV
f32.PHLC200.TPX.BGJ398.P616,PHLC200,mutation
f32.PHLC200.TPX.BGJ398.P609,PHLC200,RNASeq
f32.PHLC200.TPX.BGJ398.P609,PHLC200,CNV
f32.PHLC200.TPX.BGJ398.P609,PHLC200,mutation
f32.PHLC200.TPX.BGJ398.P606,PHLC200,RNASeq
f32.PHLC200.TPX.BGJ398.P606,PHLC200,CNV
f32.PHLC200.TPX.BGJ398.P606,PHLC200,mutation
f32.PHLC200.TPX.control.P603,PHLC200,RNASeq
f32.PHLC200.TPX.control.P603,PHLC200,CNV
f32.PHLC200.TPX.control.P603,PHLC200,mutation
f32.PHLC200.TPX.control.P608,PHLC200,RNASeq
f32.PHLC200.TPX.control.P608,PHLC200,CNV
f32.PHLC200.TPX.control.P608,PHLC200,mutation
f32.PHLC200.TPX.control.P620,PHLC200,RNASeq
f32.PHLC200.TPX.control.P620,PHLC200,CNV
f32.PHLC200.TPX.control.P620,PHLC200,mutation
f33.PHLC200.TPX.BGJ398.P703,PHLC200,RNASeq
f33.PHLC200.TPX.BGJ398.P703,PHLC200,CNV
f33.PHLC200.TPX.BGJ398.P703,PHLC200,mutation
f33.PHLC200.TPX.control.P702,PHLC200,RNASeq
f33.PHLC200.TPX.control.P702,PHLC200,CNV
f33.PHLC200.TPX.control.P702,PHLC200,mutation
f33.PHLC200.TPX.BGJ398.P701,PHLC200,RNASeq
f33.PHLC200.TPX.BGJ398.P701,PHLC200,CNV
f33.PHLC200.TPX.BGJ398.P701,PHLC200,mutation
f33.PHLC200.TPX.crizotinib.P704,PHLC200,RNASeq
f33.PHLC200.TPX.crizotinib.P704,PHLC200,CNV
f33.PHLC200.TPX.crizotinib.P704,PHLC200,mutation
f32.PHLC200.TPX.BGJ398.P621,PHLC200,RNASeq
f32.PHLC200.TPX.BGJ398.P621,PHLC200,CNV
f32.PHLC200.TPX.BGJ398.P621,PHLC200,mutation
f32.PHLC200.TPX.BGJ398.P622,PHLC200,RNASeq
f32.PHLC200.TPX.BGJ398.P622,PHLC200,CNV
f32.PHLC200.TPX.BGJ398.P622,PHLC200,mutation
f32.PHLC200.TPX.control.P623,PHLC200,RNASeq
f32.PHLC200.TPX.control.P623,PHLC200,CNV
f32.PHLC200.TPX.control.P623,PHLC200,mutation
f56.PHLC215.TPX.cisplatin+vinorelbine.P501,PHLC215,RNASeq
f56.PHLC215.TPX.cisplatin+vinorelbine.P501,PHLC215,CNV
f56.PHLC215.TPX.cisplatin+vinorelbine.P501,PHLC215,mutation
f56.PHLC215.TPX.control.P502,PHLC215,RNASeq
f56.PHLC215.TPX.control.P502,PHLC215,CNV
f56.PHLC215.TPX.control.P502,PHLC215,mutation
f56.PHLC215.TPX.cisplatin+vinorelbine.P509,PHLC215,RNASeq
f56.PHLC215.TPX.cisplatin+vinorelbine.P509,PHLC215,CNV
f56.PHLC215.TPX.cisplatin+vinorelbine.P509,PHLC215,mutation
f56.PHLC215.TPX.cisplatin+vinorelbine.P510,PHLC215,RNASeq
f56.PHLC215.TPX.cisplatin+vinorelbine.P510,PHLC215,CNV
f56.PHLC215.TPX.cisplatin+vinorelbine.P510,PHLC215,mutation
f56.PHLC215.TPX.control.P508,PHLC215,RNASeq
f56.PHLC215.TPX.control.P508,PHLC215,CNV
f56.PHLC215.TPX.control.P508,PHLC215,mutation
f56.PHLC215.TPX.control.P511,PHLC215,RNASeq
f56.PHLC215.TPX.control.P511,PHLC215,CNV
f56.PHLC215.TPX.control.P511,PHLC215,mutation
f56.PHLC215.TPX.control.P512,PHLC215,RNASeq
f56.PHLC215.TPX.control.P512,PHLC215,CNV
f56.PHLC215.TPX.control.P512,PHLC215,mutation
f56.PHLC215.TPX.cisplatin+vinorelbine.P504,PHLC215,RNASeq
f56.PHLC215.TPX.cisplatin+vinorelbine.P504,PHLC215,CNV
f56.PHLC215.TPX.cisplatin+vinorelbine.P504,PHLC215,mutation
f56.PHLC215.TPX.cisplatin+vinorelbine.P505,PHLC215,RNASeq
f56.PHLC215.TPX.cisplatin+vinorelbine.P505,PHLC215,CNV
f56.PHLC215.TPX.cisplatin+vinorelbine.P505,PHLC215,mutation
f56.PHLC215.TPX.control.P503,PHLC215,RNASeq
f56.PHLC215.TPX.control.P503,PHLC215,CNV
f56.PHLC215.TPX.control.P503,PHLC215,mutation
f56.PHLC215.TPX.cisplatin+vinorelbine.P506,PHLC215,RNASeq
f56.PHLC215.TPX.cisplatin+vinorelbine.P506,PHLC215,CNV
f56.PHLC215.TPX.cisplatin+vinorelbine.P506,PHLC215,mutation
f56.PHLC215.TPX.control.P507,PHLC215,RNASeq
f56.PHLC215.TPX.control.P507,PHLC215,CNV
f56.PHLC215.TPX.control.P507,PHLC215,mutation
f5.PHLC228.TPX.control.P504,PHLC228,RNASeq
f5.PHLC228.TPX.control.P504,PHLC228,CNV
f5.PHLC228.TPX.control.P506,PHLC228,RNASeq
f5.PHLC228.TPX.control.P506,PHLC228,CNV
f5.PHLC228.TPX.control.P507,PHLC228,RNASeq
f5.PHLC228.TPX.control.P507,PHLC228,CNV
f5.PHLC228.TPX.control.P508,PHLC228,RNASeq
f5.PHLC228.TPX.control.P508,PHLC228,CNV
f5.PHLC228.TPX.control.P505,PHLC228,RNASeq
f5.PHLC228.TPX.control.P505,PHLC228,CNV
f5.PHLC228.TPX.palbociclib.P510,PHLC228,RNASeq
f5.PHLC228.TPX.palbociclib.P510,PHLC228,CNV
f5.PHLC228.TPX.palbociclib.P511,PHLC228,RNASeq
f5.PHLC228.TPX.palbociclib.P511,PHLC228,CNV
f5.PHLC228.TPX.palbociclib.P509,PHLC228,RNASeq
f5.PHLC228.TPX.palbociclib.P509,PHLC228,CNV
f5.PHLC228.TPX.palbociclib.P502,PHLC228,RNASeq
f5.PHLC228.TPX.palbociclib.P502,PHLC228,CNV
f5.PHLC228.TPX.palbociclib.P501,PHLC228,RNASeq
f5.PHLC228.TPX.palbociclib.P501,PHLC228,CNV
f5.PHLC228.TPX.palbociclib.P503,PHLC228,RNASeq
f5.PHLC228.TPX.palbociclib.P503,PHLC228,CNV
f57.PHLC229.TPX.cisplatin+vinorelbine.P606,PHLC229,RNASeq
f57.PHLC229.TPX.cisplatin+vinorelbine.P606,PHLC229,CNV
f57.PHLC229.TPX.cisplatin+vinorelbine.P606,PHLC229,mutation
f57.PHLC229.TPX.cisplatin+vinorelbine.P605,PHLC229,RNASeq
f57.PHLC229.TPX.cisplatin+vinorelbine.P605,PHLC229,CNV
f57.PHLC229.TPX.cisplatin+vinorelbine.P605,PHLC229,mutation
f57.PHLC229.TPX.cisplatin+vinorelbine.P603,PHLC229,RNASeq
f57.PHLC229.TPX.cisplatin+vinorelbine.P603,PHLC229,CNV
f57.PHLC229.TPX.cisplatin+vinorelbine.P603,PHLC229,mutation
f57.PHLC229.TPX.control.P604,PHLC229,RNASeq
f57.PHLC229.TPX.control.P604,PHLC229,CNV
f57.PHLC229.TPX.control.P604,PHLC229,mutation
f57.PHLC229.TPX.control.P609,PHLC229,RNASeq
f57.PHLC229.TPX.control.P609,PHLC229,CNV
f57.PHLC229.TPX.control.P609,PHLC229,mutation
f57.PHLC229.TPX.cisplatin+vinorelbine.P612,PHLC229,RNASeq
f57.PHLC229.TPX.cisplatin+vinorelbine.P612,PHLC229,CNV
f57.PHLC229.TPX.cisplatin+vinorelbine.P612,PHLC229,mutation
f57.PHLC229.TPX.cisplatin+vinorelbine.P613,PHLC229,RNASeq
f57.PHLC229.TPX.cisplatin+vinorelbine.P613,PHLC229,CNV
f57.PHLC229.TPX.cisplatin+vinorelbine.P613,PHLC229,mutation
f57.PHLC229.TPX.control.P614,PHLC229,RNASeq
f57.PHLC229.TPX.control.P614,PHLC229,CNV
f57.PHLC229.TPX.control.P614,PHLC229,mutation
f57.PHLC229.TPX.control.P611,PHLC229,RNASeq
f57.PHLC229.TPX.control.P611,PHLC229,CNV
f57.PHLC229.TPX.control.P611,PHLC229,mutation
f57.PHLC229.TPX.control.P608,PHLC229,RNASeq
f57.PHLC229.TPX.control.P608,PHLC229,CNV
f57.PHLC229.TPX.control.P608,PHLC229,mutation
f57.PHLC229.TPX.cisplatin+vinorelbine.P610,PHLC229,RNASeq
f57.PHLC229.TPX.cisplatin+vinorelbine.P610,PHLC229,CNV
f57.PHLC229.TPX.cisplatin+vinorelbine.P610,PHLC229,mutation
f57.PHLC229.TPX.control.P607,PHLC229,RNASeq
f57.PHLC229.TPX.control.P607,PHLC229,CNV
f57.PHLC229.TPX.control.P607,PHLC229,mutation
f57.PHLC229.TPX.cisplatin+vinorelbine.P602,PHLC229,RNASeq
f57.PHLC229.TPX.cisplatin+vinorelbine.P602,PHLC229,CNV
f57.PHLC229.TPX.cisplatin+vinorelbine.P602,PHLC229,mutation
f57.PHLC229.TPX.control.P601,PHLC229,RNASeq
f57.PHLC229.TPX.control.P601,PHLC229,CNV
f57.PHLC229.TPX.control.P601,PHLC229,mutation
f58.PHLC235.TPX.control.P412,PHLC235,RNASeq
f58.PHLC235.TPX.control.P412,PHLC235,CNV
f58.PHLC235.TPX.control.P412,PHLC235,mutation
f58.PHLC235.TPX.control.P411,PHLC235,RNASeq
f58.PHLC235.TPX.control.P411,PHLC235,CNV
f58.PHLC235.TPX.control.P411,PHLC235,mutation
f58.PHLC235.TPX.cisplatin+vinorelbine.P413,PHLC235,RNASeq
f58.PHLC235.TPX.cisplatin+vinorelbine.P413,PHLC235,CNV
f58.PHLC235.TPX.cisplatin+vinorelbine.P413,PHLC235,mutation
f58.PHLC235.TPX.cisplatin+vinorelbine.P410,PHLC235,RNASeq
f58.PHLC235.TPX.cisplatin+vinorelbine.P410,PHLC235,CNV
f58.PHLC235.TPX.cisplatin+vinorelbine.P410,PHLC235,mutation
f59.PHLC235.TPX.docetaxel.P601,PHLC235,RNASeq
f59.PHLC235.TPX.docetaxel.P601,PHLC235,CNV
f59.PHLC235.TPX.docetaxel.P601,PHLC235,mutation
f59.PHLC235.TPX.docetaxel+sleumetinib.P603,PHLC235,RNASeq
f59.PHLC235.TPX.docetaxel+sleumetinib.P603,PHLC235,CNV
f59.PHLC235.TPX.docetaxel+sleumetinib.P603,PHLC235,mutation
f58.PHLC235.TPX.control.P402,PHLC235,RNASeq
f58.PHLC235.TPX.control.P402,PHLC235,CNV
f58.PHLC235.TPX.control.P402,PHLC235,mutation
f58.PHLC235.TPX.control.P401,PHLC235,RNASeq
f58.PHLC235.TPX.control.P401,PHLC235,CNV
f58.PHLC235.TPX.control.P401,PHLC235,mutation
f58.PHLC235.TPX.cisplatin+vinorelbine.P408,PHLC235,RNASeq
f58.PHLC235.TPX.cisplatin+vinorelbine.P408,PHLC235,CNV
f58.PHLC235.TPX.cisplatin+vinorelbine.P408,PHLC235,mutation
f58.PHLC235.TPX.cisplatin+vinorelbine.P409,PHLC235,RNASeq
f58.PHLC235.TPX.cisplatin+vinorelbine.P409,PHLC235,CNV
f58.PHLC235.TPX.cisplatin+vinorelbine.P409,PHLC235,mutation
f58.PHLC235.TPX.cisplatin+vinorelbine.P405,PHLC235,RNASeq
f58.PHLC235.TPX.cisplatin+vinorelbine.P405,PHLC235,CNV
f58.PHLC235.TPX.cisplatin+vinorelbine.P405,PHLC235,mutation
f58.PHLC235.TPX.control.P406,PHLC235,RNASeq
f58.PHLC235.TPX.control.P406,PHLC235,CNV
f58.PHLC235.TPX.control.P406,PHLC235,mutation
f58.PHLC235.TPX.control.P403,PHLC235,RNASeq
f58.PHLC235.TPX.control.P403,PHLC235,CNV
f58.PHLC235.TPX.control.P403,PHLC235,mutation
f58.PHLC235.TPX.cisplatin+vinorelbine.P407,PHLC235,RNASeq
f58.PHLC235.TPX.cisplatin+vinorelbine.P407,PHLC235,CNV
f58.PHLC235.TPX.cisplatin+vinorelbine.P407,PHLC235,mutation
f61.PHLC235.TPX.control.P721,PHLC235,RNASeq
f61.PHLC235.TPX.control.P721,PHLC235,CNV
f61.PHLC235.TPX.control.P721,PHLC235,mutation
f61.PHLC235.TPX.docetaxel.P720,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel.P720,PHLC235,CNV
f61.PHLC235.TPX.docetaxel.P720,PHLC235,mutation
f61.PHLC235.TPX.sleumetinib.P719,PHLC235,RNASeq
f61.PHLC235.TPX.sleumetinib.P719,PHLC235,CNV
f61.PHLC235.TPX.sleumetinib.P719,PHLC235,mutation
f61.PHLC235.TPX.docetaxel+sleumetinib.P723,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel+sleumetinib.P723,PHLC235,CNV
f61.PHLC235.TPX.docetaxel+sleumetinib.P723,PHLC235,mutation
f61.PHLC235.TPX.docetaxel+sleumetinib.P722,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel+sleumetinib.P722,PHLC235,CNV
f61.PHLC235.TPX.docetaxel+sleumetinib.P722,PHLC235,mutation
f61.PHLC235.TPX.docetaxel+sleumetinib.P717,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel+sleumetinib.P717,PHLC235,CNV
f61.PHLC235.TPX.docetaxel+sleumetinib.P717,PHLC235,mutation
f61.PHLC235.TPX.control.P716,PHLC235,RNASeq
f61.PHLC235.TPX.control.P716,PHLC235,CNV
f61.PHLC235.TPX.control.P716,PHLC235,mutation
f61.PHLC235.TPX.docetaxel.P715,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel.P715,PHLC235,CNV
f61.PHLC235.TPX.docetaxel.P715,PHLC235,mutation
f61.PHLC235.TPX.docetaxel+sleumetinib.P718,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel+sleumetinib.P718,PHLC235,CNV
f61.PHLC235.TPX.docetaxel+sleumetinib.P718,PHLC235,mutation
f61.PHLC235.TPX.sleumetinib.P729,PHLC235,RNASeq
f61.PHLC235.TPX.sleumetinib.P729,PHLC235,CNV
f61.PHLC235.TPX.sleumetinib.P729,PHLC235,mutation
f61.PHLC235.TPX.docetaxel+sleumetinib.P728,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel+sleumetinib.P728,PHLC235,CNV
f61.PHLC235.TPX.docetaxel+sleumetinib.P728,PHLC235,mutation
f61.PHLC235.TPX.docetaxel+sleumetinib.P727,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel+sleumetinib.P727,PHLC235,CNV
f61.PHLC235.TPX.docetaxel+sleumetinib.P727,PHLC235,mutation
f61.PHLC235.TPX.docetaxel+sleumetinib.P730,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel+sleumetinib.P730,PHLC235,CNV
f61.PHLC235.TPX.docetaxel+sleumetinib.P730,PHLC235,mutation
f61.PHLC235.TPX.docetaxel+sleumetinib.P725,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel+sleumetinib.P725,PHLC235,CNV
f61.PHLC235.TPX.docetaxel+sleumetinib.P725,PHLC235,mutation
f61.PHLC235.TPX.control.P724,PHLC235,RNASeq
f61.PHLC235.TPX.control.P724,PHLC235,CNV
f61.PHLC235.TPX.control.P724,PHLC235,mutation
f61.PHLC235.TPX.control.P726,PHLC235,RNASeq
f61.PHLC235.TPX.control.P726,PHLC235,CNV
f61.PHLC235.TPX.control.P726,PHLC235,mutation
f59.PHLC235.TPX.docetaxel+sleumetinib.P617,PHLC235,RNASeq
f59.PHLC235.TPX.docetaxel+sleumetinib.P617,PHLC235,CNV
f59.PHLC235.TPX.docetaxel+sleumetinib.P617,PHLC235,mutation
f60.PHLC235.TPX.cisplatin+vinorelbine.P604,PHLC235,RNASeq
f60.PHLC235.TPX.cisplatin+vinorelbine.P604,PHLC235,CNV
f60.PHLC235.TPX.cisplatin+vinorelbine.P604,PHLC235,mutation
f60.PHLC235.TPX.control.P605,PHLC235,RNASeq
f60.PHLC235.TPX.control.P605,PHLC235,CNV
f60.PHLC235.TPX.control.P605,PHLC235,mutation
f60.PHLC235.TPX.control.P606,PHLC235,RNASeq
f60.PHLC235.TPX.control.P606,PHLC235,CNV
f60.PHLC235.TPX.control.P606,PHLC235,mutation
f60.PHLC235.TPX.cisplatin+vinorelbine.P603,PHLC235,RNASeq
f60.PHLC235.TPX.cisplatin+vinorelbine.P603,PHLC235,CNV
f60.PHLC235.TPX.cisplatin+vinorelbine.P603,PHLC235,mutation
f60.PHLC235.TPX.cisplatin+vinorelbine.P601,PHLC235,RNASeq
f60.PHLC235.TPX.cisplatin+vinorelbine.P601,PHLC235,CNV
f60.PHLC235.TPX.cisplatin+vinorelbine.P601,PHLC235,mutation
f60.PHLC235.TPX.cisplatin+vinorelbine.P602,PHLC235,RNASeq
f60.PHLC235.TPX.cisplatin+vinorelbine.P602,PHLC235,CNV
f60.PHLC235.TPX.cisplatin+vinorelbine.P602,PHLC235,mutation
f60.PHLC235.TPX.cisplatin+vinorelbine.P609,PHLC235,RNASeq
f60.PHLC235.TPX.cisplatin+vinorelbine.P609,PHLC235,CNV
f60.PHLC235.TPX.cisplatin+vinorelbine.P609,PHLC235,mutation
f60.PHLC235.TPX.control.P610,PHLC235,RNASeq
f60.PHLC235.TPX.control.P610,PHLC235,CNV
f60.PHLC235.TPX.control.P610,PHLC235,mutation
f60.PHLC235.TPX.control.P608,PHLC235,RNASeq
f60.PHLC235.TPX.control.P608,PHLC235,CNV
f60.PHLC235.TPX.control.P608,PHLC235,mutation
f60.PHLC235.TPX.control.P607,PHLC235,RNASeq
f60.PHLC235.TPX.control.P607,PHLC235,CNV
f60.PHLC235.TPX.control.P607,PHLC235,mutation
f59.PHLC235.TPX.docetaxel.P630,PHLC235,RNASeq
f59.PHLC235.TPX.docetaxel.P630,PHLC235,CNV
f59.PHLC235.TPX.docetaxel.P630,PHLC235,mutation
f59.PHLC235.TPX.docetaxel+sleumetinib.P631,PHLC235,RNASeq
f59.PHLC235.TPX.docetaxel+sleumetinib.P631,PHLC235,CNV
f59.PHLC235.TPX.docetaxel+sleumetinib.P631,PHLC235,mutation
f59.PHLC235.TPX.docetaxel.P629,PHLC235,RNASeq
f59.PHLC235.TPX.docetaxel.P629,PHLC235,CNV
f59.PHLC235.TPX.docetaxel.P629,PHLC235,mutation
f59.PHLC235.TPX.docetaxel+sleumetinib.P632,PHLC235,RNASeq
f59.PHLC235.TPX.docetaxel+sleumetinib.P632,PHLC235,CNV
f59.PHLC235.TPX.docetaxel+sleumetinib.P632,PHLC235,mutation
f59.PHLC235.TPX.docetaxel+sleumetinib.P633,PHLC235,RNASeq
f59.PHLC235.TPX.docetaxel+sleumetinib.P633,PHLC235,CNV
f59.PHLC235.TPX.docetaxel+sleumetinib.P633,PHLC235,mutation
f60.PHLC235.TPX.control.P611,PHLC235,RNASeq
f60.PHLC235.TPX.control.P611,PHLC235,CNV
f60.PHLC235.TPX.control.P611,PHLC235,mutation
f61.PHLC235.TPX.docetaxel+sleumetinib.P708,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel+sleumetinib.P708,PHLC235,CNV
f61.PHLC235.TPX.docetaxel+sleumetinib.P708,PHLC235,mutation
f61.PHLC235.TPX.docetaxel+sleumetinib.P709,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel+sleumetinib.P709,PHLC235,CNV
f61.PHLC235.TPX.docetaxel+sleumetinib.P709,PHLC235,mutation
f61.PHLC235.TPX.sleumetinib.P711,PHLC235,RNASeq
f61.PHLC235.TPX.sleumetinib.P711,PHLC235,CNV
f61.PHLC235.TPX.sleumetinib.P711,PHLC235,mutation
f61.PHLC235.TPX.docetaxel.P706,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel.P706,PHLC235,CNV
f61.PHLC235.TPX.docetaxel.P706,PHLC235,mutation
f61.PHLC235.TPX.sleumetinib.P707,PHLC235,RNASeq
f61.PHLC235.TPX.sleumetinib.P707,PHLC235,CNV
f61.PHLC235.TPX.sleumetinib.P707,PHLC235,mutation
f61.PHLC235.TPX.sleumetinib.P713,PHLC235,RNASeq
f61.PHLC235.TPX.sleumetinib.P713,PHLC235,CNV
f61.PHLC235.TPX.sleumetinib.P713,PHLC235,mutation
f61.PHLC235.TPX.docetaxel.P714,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel.P714,PHLC235,CNV
f61.PHLC235.TPX.docetaxel.P714,PHLC235,mutation
f61.PHLC235.TPX.docetaxel.P712,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel.P712,PHLC235,CNV
f61.PHLC235.TPX.docetaxel.P712,PHLC235,mutation
f61.PHLC235.TPX.sleumetinib.P705,PHLC235,RNASeq
f61.PHLC235.TPX.sleumetinib.P705,PHLC235,CNV
f61.PHLC235.TPX.sleumetinib.P705,PHLC235,mutation
f60.PHLC235.TPX.cisplatin+vinorelbine.P613,PHLC235,RNASeq
f60.PHLC235.TPX.cisplatin+vinorelbine.P613,PHLC235,CNV
f60.PHLC235.TPX.cisplatin+vinorelbine.P613,PHLC235,mutation
f60.PHLC235.TPX.cisplatin+vinorelbine.P614,PHLC235,RNASeq
f60.PHLC235.TPX.cisplatin+vinorelbine.P614,PHLC235,CNV
f60.PHLC235.TPX.cisplatin+vinorelbine.P614,PHLC235,mutation
f61.PHLC235.TPX.docetaxel.P701,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel.P701,PHLC235,CNV
f61.PHLC235.TPX.docetaxel.P701,PHLC235,mutation
f60.PHLC235.TPX.control.P612,PHLC235,RNASeq
f60.PHLC235.TPX.control.P612,PHLC235,CNV
f60.PHLC235.TPX.control.P612,PHLC235,mutation
f61.PHLC235.TPX.control.P702,PHLC235,RNASeq
f61.PHLC235.TPX.control.P702,PHLC235,CNV
f61.PHLC235.TPX.control.P702,PHLC235,mutation
f61.PHLC235.TPX.docetaxel+sleumetinib.P704,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel+sleumetinib.P704,PHLC235,CNV
f61.PHLC235.TPX.docetaxel+sleumetinib.P704,PHLC235,mutation
f61.PHLC235.TPX.docetaxel+sleumetinib.P703,PHLC235,RNASeq
f61.PHLC235.TPX.docetaxel+sleumetinib.P703,PHLC235,CNV
f61.PHLC235.TPX.docetaxel+sleumetinib.P703,PHLC235,mutation
f59.PHLC235.TPX.docetaxel+sleumetinib.P628,PHLC235,RNASeq
f59.PHLC235.TPX.docetaxel+sleumetinib.P628,PHLC235,CNV
f59.PHLC235.TPX.docetaxel+sleumetinib.P628,PHLC235,mutation
f59.PHLC235.TPX.sleumetinib.P612,PHLC235,RNASeq
f59.PHLC235.TPX.sleumetinib.P612,PHLC235,CNV
f59.PHLC235.TPX.sleumetinib.P612,PHLC235,mutation
f59.PHLC235.TPX.sleumetinib.P613,PHLC235,RNASeq
f59.PHLC235.TPX.sleumetinib.P613,PHLC235,CNV
f59.PHLC235.TPX.sleumetinib.P613,PHLC235,mutation
f59.PHLC235.TPX.control.P610,PHLC235,RNASeq
f59.PHLC235.TPX.control.P610,PHLC235,CNV
f59.PHLC235.TPX.control.P610,PHLC235,mutation
f59.PHLC235.TPX.docetaxel+sleumetinib.P611,PHLC235,RNASeq
f59.PHLC235.TPX.docetaxel+sleumetinib.P611,PHLC235,CNV
f59.PHLC235.TPX.docetaxel+sleumetinib.P611,PHLC235,mutation
f59.PHLC235.TPX.sleumetinib.P614,PHLC235,RNASeq
f59.PHLC235.TPX.sleumetinib.P614,PHLC235,CNV
f59.PHLC235.TPX.sleumetinib.P614,PHLC235,mutation
f59.PHLC235.TPX.control.P615,PHLC235,RNASeq
f59.PHLC235.TPX.control.P615,PHLC235,CNV
f59.PHLC235.TPX.control.P615,PHLC235,mutation
f59.PHLC235.TPX.sleumetinib.P604,PHLC235,RNASeq
f59.PHLC235.TPX.sleumetinib.P604,PHLC235,CNV
f59.PHLC235.TPX.sleumetinib.P604,PHLC235,mutation
f59.PHLC235.TPX.control.P605,PHLC235,RNASeq
f59.PHLC235.TPX.control.P605,PHLC235,CNV
f59.PHLC235.TPX.control.P605,PHLC235,mutation
f59.PHLC235.TPX.docetaxel+sleumetinib.P607,PHLC235,RNASeq
f59.PHLC235.TPX.docetaxel+sleumetinib.P607,PHLC235,CNV
f59.PHLC235.TPX.docetaxel+sleumetinib.P607,PHLC235,mutation
f59.PHLC235.TPX.sleumetinib.P608,PHLC235,RNASeq
f59.PHLC235.TPX.sleumetinib.P608,PHLC235,CNV
f59.PHLC235.TPX.sleumetinib.P608,PHLC235,mutation
f59.PHLC235.TPX.control.P609,PHLC235,RNASeq
f59.PHLC235.TPX.control.P609,PHLC235,CNV
f59.PHLC235.TPX.control.P609,PHLC235,mutation
f59.PHLC235.TPX.docetaxel+sleumetinib.P616,PHLC235,RNASeq
f59.PHLC235.TPX.docetaxel+sleumetinib.P616,PHLC235,CNV
f59.PHLC235.TPX.docetaxel+sleumetinib.P616,PHLC235,mutation
f59.PHLC235.TPX.sleumetinib.P623,PHLC235,RNASeq
f59.PHLC235.TPX.sleumetinib.P623,PHLC235,CNV
f59.PHLC235.TPX.sleumetinib.P623,PHLC235,mutation
f59.PHLC235.TPX.docetaxel.P625,PHLC235,RNASeq
f59.PHLC235.TPX.docetaxel.P625,PHLC235,CNV
f59.PHLC235.TPX.docetaxel.P625,PHLC235,mutation
